time,open,high,low,close,volume,spread
2024.01.01 00:00,2000.29199,2000.73007,1999.67964,2000.68176,100,20.0
2024.01.01 00:15,2001.33590,2002.20101,2001.09089,2001.82957,100,20.0
2024.01.01 00:30,2002.30538,2002.55789,2001.96445,2002.43100,100,20.0
2024.01.01 00:45,2002.29196,2003.27731,2002.26821,2002.84258,100,20.0
2024.01.01 01:00,2004.41727,2004.82825,2004.31218,2004.75924,100,20.0
2024.01.01 01:15,2004.39094,2004.74347,2004.27058,2004.28142,100,20.0
2024.01.01 01:30,2003.59048,2003.75970,2003.39037,2003.41721,100,20.0
2024.01.01 01:45,2003.59919,2004.31601,2003.16736,2004.21622,100,20.0
2024.01.01 02:00,2004.03888,2004.18642,2003.55135,2003.85520,100,20.0
2024.01.01 02:15,2004.68965,2004.81539,2004.40971,2004.78373,100,20.0
2024.01.01 02:30,2005.06671,2005.23749,2004.38392,2004.82651,100,20.0
2024.01.01 02:45,2004.06103,2004.72622,2003.43731,2003.57768,100,20.0
2024.01.01 03:00,2003.63687,2004.11472,2003.36052,2003.48891,100,20.0
2024.01.01 03:15,2002.71575,2002.73647,2002.10524,2002.24794,100,20.0
2024.01.01 03:30,2001.21414,2001.78504,2001.10167,2001.34331,100,20.0
2024.01.01 03:45,2001.21678,2001.75182,2001.10109,2001.27180,100,20.0
2024.01.01 04:00,2001.85972,2002.95077,2001.36670,2002.38729,100,20.0
2024.01.01 04:15,2002.61082,2003.12393,2001.05900,2002.06769,100,20.0
2024.01.01 04:30,2002.54944,2003.05291,2002.45630,2002.94031,100,20.0
2024.01.01 04:45,2003.51156,2004.29364,2003.31043,2003.67398,100,20.0
2024.01.01 05:00,2004.22364,2004.76753,2003.97731,2004.45956,100,20.0
2024.01.01 05:15,2005.36113,2006.26959,2004.94364,2005.65746,100,20.0
2024.01.01 05:30,2005.78574,2005.99712,2005.31628,2005.62512,100,20.0
2024.01.01 05:45,2006.15112,2006.93879,2005.95624,2006.47261,100,20.0
2024.01.01 06:00,2006.24250,2006.62264,2005.55709,2005.78481,100,20.0
2024.01.01 06:15,2006.53641,2006.62922,2005.89634,2006.07265,100,20.0
2024.01.01 06:30,2006.12286,2006.54514,2005.83460,2005.98045,100,20.0
2024.01.01 06:45,2007.51103,2007.71642,2006.67572,2006.89731,100,20.0
