time,open,high,low,close,volume,spread
2024.01.01 00:00,2000.84510,2000.88555,2000.61950,2000.86777,100,20.0
2024.01.01 00:15,2000.52514,2001.41606,2000.41579,2001.24846,100,20.0
2024.01.01 00:30,2000.54253,2001.33720,2000.28172,2001.27524,100,20.0
2024.01.01 00:45,2002.18188,2002.74979,2001.71867,2002.52744,100,20.0
2024.01.01 01:00,2002.71497,2002.88038,2002.56828,2002.79741,100,20.0
2024.01.01 01:15,2003.03477,2003.32451,2002.28411,2003.18309,100,20.0
2024.01.01 01:30,2002.52104,2002.79785,2001.96890,2002.16068,100,20.0
2024.01.01 01:45,2002.37152,2002.70146,2002.27322,2002.64776,100,20.0
2024.01.01 02:00,2003.22154,2003.38231,2002.71912,2003.07800,100,20.0
2024.01.01 02:15,2003.43217,2004.64595,2003.04145,2003.81324,100,20.0
2024.01.01 02:30,2002.82381,2003.41571,2002.51589,2002.53914,100,20.0
2024.01.01 02:45,2003.26657,2003.28669,2002.99319,2003.09612,100,20.0
2024.01.01 03:00,2003.98833,2004.82258,2003.96821,2004.72552,100,20.0
2024.01.01 03:15,2005.61063,2005.75358,2005.51881,2005.66967,100,20.0
2024.01.01 03:30,2006.36084,2006.74668,2004.87750,2004.88209,100,20.0
2024.01.01 03:45,2005.49777,2006.38049,2005.47788,2005.87606,100,20.0
2024.01.01 04:00,2005.89163,2005.91685,2004.68061,2004.92252,100,20.0
2024.01.01 04:15,2004.75910,2005.38178,2004.50811,2004.93346,100,20.0
2024.01.01 04:30,2003.98778,2004.46791,2003.52551,2004.39018,100,20.0
2024.01.01 04:45,2004.06213,2004.70188,2002.93341,2003.38623,100,20.0
2024.01.01 05:00,2003.05964,2003.34099,2002.88585,2003.18951,100,20.0
2024.01.01 05:15,2003.04050,2003.45153,2000.95661,2001.44887,100,20.0
2024.01.01 05:30,2001.95099,2001.99168,2001.62837,2001.64679,100,20.0
2024.01.01 05:45,2001.57835,2001.92618,2001.54081,2001.71014,100,20.0
2024.01.01 06:00,2001.46047,2001.72871,2000.44679,2001.04632,100,20.0
2024.01.01 06:15,2000.85845,2001.49867,2000.49855,2001.27996,100,20.0
2024.01.01 06:30,2001.10806,2001.28718,2001.04165,2001.23075,100,20.0
2024.01.01 06:45,2001.61350,2001.65973,1999.88507,2000.54155,100,20.0
2024.01.01 07:00,1999.53874,1999.64428,1998.86918,1998.93969,100,20.0
2024.01.01 07:15,1999.13332,1999.93073,1999.03265,1999.54164,100,20.0
2024.01.01 07:30,1999.04232,1999.36572,1998.74974,1998.89463,100,20.0
