time,open,high,low,close,volume,spread
2024.01.01 00:00,1998.66931,1998.91831,1998.60748,1998.78834,100,20.0
2024.01.01 00:15,1998.76310,1999.04137,1998.03008,1998.60155,100,20.0
2024.01.01 00:30,1998.66760,1998.89480,1998.01931,1998.46034,100,20.0
2024.01.01 00:45,1998.01746,1998.21571,1996.62994,1997.02001,100,20.0
2024.01.01 01:00,1996.94630,1997.69933,1996.08030,1997.22603,100,20.0
2024.01.01 01:15,1997.86110,1997.96199,1997.33861,1997.44705,100,20.0
2024.01.01 01:30,1997.30337,1997.94687,1997.00793,1997.11811,100,20.0
2024.01.01 01:45,1997.13451,1997.99558,1996.20430,1997.53623,100,20.0
2024.01.01 02:00,1996.98890,1997.33505,1996.31151,1996.73239,100,20.0
2024.01.01 02:15,1996.43105,1996.65889,1995.71988,1996.14368,100,20.0
2024.01.01 02:30,1994.54225,1994.80502,1993.27198,1993.80529,100,20.0
2024.01.01 02:45,1993.54944,1994.11799,1992.66139,1993.15219,100,20.0
2024.01.01 03:00,1992.67785,1992.70619,1991.46905,1991.95311,100,20.0
2024.01.01 03:15,1990.63359,1990.93369,1990.62777,1990.88649,100,20.0
2024.01.01 03:30,1989.75830,1989.98472,1989.32913,1989.37996,100,20.0
2024.01.01 03:45,1989.69556,1990.34284,1989.64927,1990.08386,100,20.0
2024.01.01 04:00,1990.92745,1991.15697,1990.13764,1990.47013,100,20.0
2024.01.01 04:15,1991.52371,1991.66635,1991.38963,1991.62456,100,20.0
2024.01.01 04:30,1990.80161,1991.36708,1990.41782,1990.96067,100,20.0
2024.01.01 04:45,1990.95255,1991.16233,1990.06975,1990.73457,100,20.0
2024.01.01 05:00,1991.02707,1991.43572,1990.50397,1991.30922,100,20.0
2024.01.01 05:15,1991.80222,1992.42052,1991.21062,1991.26396,100,20.0
2024.01.01 05:30,1991.36672,1992.00334,1990.90782,1991.73749,100,20.0
2024.01.01 05:45,1991.48467,1992.04211,1991.07636,1991.33304,100,20.0
2024.01.01 06:00,1991.32840,1991.57100,1991.18910,1991.38673,100,20.0
2024.01.01 06:15,1991.08229,1991.26909,1990.36845,1990.37238,100,20.0
2024.01.01 06:30,1990.07774,1990.38113,1989.96351,1990.18450,100,20.0
2024.01.01 06:45,1989.65110,1989.99180,1989.39284,1989.86105,100,20.0
2024.01.01 07:00,1990.82476,1992.01012,1990.56490,1991.73828,100,20.0
2024.01.01 07:15,1991.44929,1991.81101,1990.67684,1991.30227,100,20.0
2024.01.01 07:30,1990.97910,1991.60216,1990.45706,1991.39808,100,20.0
2024.01.01 07:45,1990.84214,1990.91431,1990.69607,1990.82638,100,20.0
2024.01.01 08:00,1991.41160,1992.41167,1991.15716,1991.64170,100,20.0
2024.01.01 08:15,1992.04102,1992.47972,1991.93712,1992.34039,100,20.0
2024.01.01 08:30,1993.01243,1993.52039,1992.96520,1993.35498,100,20.0
2024.01.01 08:45,1994.24158,1994.64117,1993.66014,1994.51852,100,20.0
2024.01.01 09:00,1993.62710,1994.45339,1993.12505,1994.18718,100,20.0
2024.01.01 09:15,1994.65847,1994.99837,1993.71816,1994.55220,100,20.0
2024.01.01 09:30,1994.71255,1995.12414,1994.52527,1994.85654,100,20.0
2024.01.01 09:45,1996.25715,1996.35358,1995.90470,1996.11068,100,20.0
2024.01.01 10:00,1995.65012,1995.89786,1995.09129,1995.53444,100,20.0
2024.01.01 10:15,1995.74034,1996.06758,1994.93598,1995.02701,100,20.0
2024.01.01 10:30,1995.51716,1995.74644,1994.80037,1995.38428,100,20.0
2024.01.01 10:45,1995.02128,1995.20329,1994.36020,1994.92750,100,20.0
2024.01.01 11:00,1996.34253,1996.74980,1996.33962,1996.61302,100,20.0
2024.01.01 11:15,1997.04071,1997.69982,1996.66600,1997.45444,100,20.0
