time,open,high,low,close,volume,spread
2024.01.01 00:00,2000.75613,2001.22434,2000.71730,2001.19775,100,20.0
2024.01.01 00:15,2001.08400,2001.34379,2000.95984,2001.21912,100,20.0
2024.01.01 00:30,2001.62310,2002.37561,2001.31951,2001.78728,100,20.0
2024.01.01 00:45,2001.61272,2001.78734,2000.66892,2001.38811,100,20.0
2024.01.01 01:00,2000.64932,2001.87539,2000.50767,2001.21881,100,20.0
2024.01.01 01:15,2001.15392,2002.11014,2000.92388,2001.93103,100,20.0
2024.01.01 01:30,2003.35723,2003.38696,2002.73651,2003.08948,100,20.0
2024.01.01 01:45,2002.68277,2003.37952,2002.14570,2002.88671,100,20.0
2024.01.01 02:00,2003.96179,2004.13074,2003.47411,2003.99653,100,20.0
2024.01.01 02:15,2004.86750,2005.27395,2004.68294,2005.20223,100,20.0
2024.01.01 02:30,2003.89427,2004.13347,2003.40238,2003.65738,100,20.0
2024.01.01 02:45,2003.83414,2003.93834,2003.74162,2003.91326,100,20.0
2024.01.01 03:00,2004.23335,2005.30176,2004.02823,2005.11772,100,20.0
2024.01.01 03:15,2004.53331,2005.20446,2003.74018,2003.87923,100,20.0
2024.01.01 03:30,2004.24224,2004.67015,2003.94018,2004.39007,100,20.0
2024.01.01 03:45,2004.03392,2004.23625,2003.04627,2003.47312,100,20.0
2024.01.01 04:00,2004.30925,2004.39364,2004.08953,2004.39118,100,20.0
2024.01.01 04:15,2004.55706,2004.89778,2003.87895,2004.14989,100,20.0
2024.01.01 04:30,2004.26175,2004.51373,2004.20185,2004.48868,100,20.0
2024.01.01 04:45,2003.69433,2004.04693,2002.37898,2003.39196,100,20.0
2024.01.01 05:00,2003.08200,2003.59746,2003.06714,2003.48998,100,20.0
2024.01.01 05:15,2003.02667,2003.37872,2002.99313,2003.07864,100,20.0
2024.01.01 05:30,2002.85065,2003.44708,2002.35973,2003.36147,100,20.0
2024.01.01 05:45,2003.84989,2004.25094,2003.16800,2004.10747,100,20.0
2024.01.01 06:00,2004.43406,2004.86280,2004.38037,2004.44146,100,20.0
2024.01.01 06:15,2004.13200,2004.56618,2003.15402,2003.69449,100,20.0
2024.01.01 06:30,2003.70646,2004.01444,2003.62513,2003.64165,100,20.0
2024.01.01 06:45,2003.06209,2003.21017,2002.43629,2002.68180,100,20.0
2024.01.01 07:00,2002.07060,2002.40591,2001.87189,2001.88244,100,20.0
2024.01.01 07:15,2001.30431,2002.08776,2000.56184,2000.66236,100,20.0
2024.01.01 07:30,2001.12280,2001.95235,2000.72296,2001.37835,100,20.0
2024.01.01 07:45,2001.96498,2001.99169,2001.35065,2001.86309,100,20.0
2024.01.01 08:00,2002.64810,2002.97922,2002.16098,2002.24063,100,20.0
2024.01.01 08:15,2002.59036,2002.99845,2001.85703,2002.08375,100,20.0
2024.01.01 08:30,2001.39564,2002.04013,2000.81969,2001.88123,100,20.0
2024.01.01 08:45,2002.06769,2002.71043,2001.99838,2002.15998,100,20.0
2024.01.01 09:00,2001.33703,2002.03937,2001.10335,2001.11606,100,20.0
2024.01.01 09:15,2000.27060,2000.66921,2000.15351,2000.34525,100,20.0
2024.01.01 09:30,1999.71607,2000.56235,1999.59063,1999.65193,100,20.0
2024.01.01 09:45,1997.89130,1998.17195,1996.30685,1996.35903,100,20.0
2024.01.01 10:00,1996.84870,1997.00502,1996.10214,1996.52858,100,20.0
2024.01.01 10:15,1996.48648,1996.81200,1995.81314,1995.86751,100,20.0
2024.01.01 10:30,1995.94518,1996.28398,1995.84508,1996.05563,100,20.0
2024.01.01 10:45,1995.86997,1996.39469,1995.58033,1996.19315,100,20.0
2024.01.01 11:00,1996.53013,1996.80199,1994.57719,1995.43036,100,20.0
2024.01.01 11:15,1995.48784,1995.92588,1995.38238,1995.46067,100,20.0
2024.01.01 11:30,1995.36791,1995.45246,1994.20148,1994.60328,100,20.0
2024.01.01 11:45,1994.88430,1995.37400,1994.50103,1994.70661,100,20.0
2024.01.01 12:00,1994.46690,1994.95112,1994.10756,1994.83524,100,20.0
2024.01.01 12:15,1995.04096,1995.46545,1995.01476,1995.20032,100,20.0
2024.01.01 12:30,1995.31257,1995.70071,1995.27425,1995.32026,100,20.0
2024.01.01 12:45,1994.36407,1994.80029,1994.23845,1994.74121,100,20.0
2024.01.01 13:00,1994.53773,1994.85193,1993.67410,1994.16684,100,20.0
2024.01.01 13:15,1994.45578,1994.80372,1994.14642,1994.64475,100,20.0
2024.01.01 13:30,1996.03310,1996.81811,1995.27851,1995.49187,100,20.0
2024.01.01 13:45,1995.05021,1995.68939,1994.90206,1994.97321,100,20.0
2024.01.01 14:00,1995.86021,1996.02160,1995.41731,1995.62509,100,20.0
2024.01.01 14:15,1994.64362,1995.07113,1994.36301,1994.38958,100,20.0
2024.01.01 14:30,1994.90136,1995.08018,1994.58694,1994.88431,100,20.0
2024.01.01 14:45,1994.77646,1995.32785,1994.73356,1995.22181,100,20.0
2024.01.01 15:00,1995.49549,1995.54173,1994.58056,1994.89106,100,20.0
2024.01.01 15:15,1994.41610,1994.60066,1993.69906,1994.08031,100,20.0
2024.01.01 15:30,1995.91309,1996.16821,1995.90087,1996.13880,100,20.0
2024.01.01 15:45,1996.00482,1996.85264,1995.76447,1996.35605,100,20.0
2024.01.01 16:00,1996.65514,1997.10486,1996.44272,1996.94903,100,20.0
2024.01.01 16:15,1996.23700,1997.59796,1996.09780,1997.05753,100,20.0
2024.01.01 16:30,1997.01745,1997.82793,1996.56317,1997.62172,100,20.0
2024.01.01 16:45,1999.27223,1999.57134,1998.83869,1999.02628,100,20.0
2024.01.01 17:00,1999.27029,1999.31138,1998.75942,1999.11899,100,20.0
2024.01.01 17:15,1999.46001,1999.76689,1998.19954,1998.43576,100,20.0
2024.01.01 17:30,1997.32253,1997.45049,1996.29965,1996.39083,100,20.0
2024.01.01 17:45,1994.99015,1995.01161,1994.53431,1994.79506,100,20.0
2024.01.01 18:00,1993.80888,1994.01946,1993.11501,1993.49313,100,20.0
2024.01.01 18:15,1992.95567,1993.92613,1992.87500,1993.84843,100,20.0
2024.01.01 18:30,1992.87744,1993.09420,1992.51092,1992.74632,100,20.0
2024.01.01 18:45,1992.54920,1993.40873,1991.79331,1992.86632,100,20.0
2024.01.01 19:00,1992.12011,1992.80463,1992.01977,1992.76218,100,20.0
2024.01.01 19:15,1993.83806,1994.49665,1993.42104,1993.70602,100,20.0
2024.01.01 19:30,1993.71874,1993.99968,1993.26676,1993.45616,100,20.0
2024.01.01 19:45,1993.36231,1994.49383,1993.35421,1994.02984,100,20.0
2024.01.01 20:00,1994.20248,1995.37688,1994.15670,1995.01903,100,20.0
2024.01.01 20:15,1994.68662,1995.21736,1994.68219,1994.74192,100,20.0
2024.01.01 20:30,1994.61593,1995.01325,1994.48356,1994.67096,100,20.0
2024.01.01 20:45,1993.30054,1994.04522,1993.29007,1993.85561,100,20.0
2024.01.01 21:00,1993.33681,1993.60904,1992.39346,1993.19743,100,20.0
2024.01.01 21:15,1993.80720,1994.13664,1993.37988,1994.12869,100,20.0
2024.01.01 21:30,1993.81891,1993.92732,1993.04259,1993.55085,100,20.0
2024.01.01 21:45,1992.99683,1993.39714,1992.80271,1992.93756,100,20.0
2024.01.01 22:00,1993.13109,1993.22790,1992.32564,1992.35416,100,20.0
2024.01.01 22:15,1992.21240,1993.23635,1991.55788,1992.90520,100,20.0
2024.01.01 22:30,1993.86936,1994.19211,1993.37004,1993.48831,100,20.0
2024.01.01 22:45,1992.66920,1992.76742,1992.48906,1992.58713,100,20.0
2024.01.01 23:00,1992.76961,1993.29255,1992.72144,1992.86513,100,20.0
2024.01.01 23:15,1992.46326,1993.86779,1992.39123,1993.16438,100,20.0
2024.01.01 23:30,1993.68974,1994.24700,1992.98262,1993.22596,100,20.0
2024.01.01 23:45,1993.24107,1993.42697,1993.22801,1993.31013,100,20.0
2024.01.02 00:00,1993.19375,1993.38956,1992.50953,1992.89029,100,20.0
2024.01.02 00:15,1992.73642,1993.12316,1992.58207,1992.96716,100,20.0
2024.01.02 00:30,1992.80454,1992.89359,1992.29582,1992.87751,100,20.0
2024.01.02 00:45,1992.54942,1992.80158,1991.83665,1992.47713,100,20.0
2024.01.02 01:00,1992.31557,1992.55366,1992.20488,1992.44978,100,20.0
2024.01.02 01:15,1992.36906,1993.23802,1992.11330,1992.70336,100,20.0
2024.01.02 01:30,1992.98514,1993.37420,1992.68388,1992.75894,100,20.0
2024.01.02 01:45,1991.82837,1991.92462,1991.64510,1991.75306,100,20.0
2024.01.02 02:00,1991.33852,1991.79782,1991.29017,1991.64210,100,20.0
2024.01.02 02:15,1991.05230,1991.76098,1990.69827,1990.71191,100,20.0
2024.01.02 02:30,1991.11515,1991.23217,1990.81832,1991.18557,100,20.0
2024.01.02 02:45,1991.52705,1992.34511,1991.18325,1991.90401,100,20.0
2024.01.02 03:00,1992.65323,1993.31786,1992.65220,1993.20711,100,20.0
2024.01.02 03:15,1995.06853,1995.29571,1993.80680,1994.19668,100,20.0
2024.01.02 03:30,1994.11530,1994.82591,1993.63264,1994.21999,100,20.0
2024.01.02 03:45,1994.49164,1994.53018,1993.85803,1994.13461,100,20.0
2024.01.02 04:00,1994.57036,1994.69037,1993.97191,1994.35006,100,20.0
